year_x,imdb,title_x,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,Profit,year_y,id,title_y,rating
2007,tt00293564,Rush Hour 3,notalk,notalk,FAIL,180000000,140125968.0,253025968.0,2007FAIL,202237827,157437618.0,284285677.0,2.0,2.0,293564,,,,,,,,,,,,,,,,,,,213151936.0,2007,16,Rush Hour 3,1
2007,tt0822854,Shooter,notalk-disagree,notalk,FAIL,60000000,47003582.0,95703582.0,2007FAIL,67412609,52810568.0,107527136.0,2.0,2.0,822854,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",R,True,English,USA,"Jonathan Lemkin (screenplay), Stephen Hunter (novel)",53.0,7.2,Antoine Fuqua,23 Mar 2007,"Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara",Action,1 nomination.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1NTU0Mzk4OF5BMl5BanBnXkFtZTcwNTc4MTY0MQ@@._V1_SX300.jpg,"193,652",,82707164.0,2007,1184,Shooter,1
2007,tt0413267,Shrek the Third,ok-disagree,ok,PASS,160000000,322719944.0,807330936.0,2007PASS,179766957,362589890.0,907071412.0,2.0,2.0,413267,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.",PG,True,English,USA,"William Steig (book), Andrew Adamson (story), Jeffrey Price (screenplay), Peter S. Seaman (screenplay), Chris Miller (screenplay), Aron Warner (screenplay)",58.0,6.0,"Chris Miller, Raman Hui",18 May 2007,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",Animation,Nominated for 1 BAFTA Film Award. Another 4 wins & 13 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMyMjE1Mjc1NF5BMl5BanBnXkFtZTcwMzY0MjEzMw@@._V1_SX300.jpg,"152,131",,970050880.0,2007,26,Shrek the Third,3
2007,tt0964587,St. Trinian&#39;s,ok,ok,PASS,11400000,15000.0,22446568.0,2007PASS,12808396,16853.0,25219695.0,2.0,2.0,964587,,,,,,,,,,,,,,,,,,,11061568.0,2007,1840,St. Trinian’s,3
2007,tt0486655,Stardust,ok,ok,PASS,70000000,38634938.0,135556675.0,2007PASS,78648044,43408033.0,152303819.0,2.0,2.0,486655,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",PG-13,True,English,"UK, USA, Iceland","Jane Goldman (screenplay), Matthew Vaughn (screenplay), Neil Gaiman (novel)",66.0,7.8,Matthew Vaughn,10 Aug 2007,"Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly",Adventure,4 wins & 3 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg,"173,241",,104191613.0,2007,335,Stardust,3
2007,tt0448134,Sunshine,notalk-disagree,notalk,FAIL,40000000,3688560.0,32030610.0,2007FAIL,44941739,4144258.0,35987783.0,2.0,2.0,448134,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,R,True,English,"UK, USA",Alex Garland,64.0,7.3,Danny Boyle,05 Apr 2007,"Cillian Murphy, Michelle Yeoh, Troy Garity, Rose Byrne",Adventure,1 win & 10 nominations.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5Nzg2OTk2NF5BMl5BanBnXkFtZTYwNTc1ODM3._V1_SX300.jpg,"146,838",,-4280830.0,2007,585,Sunshine,1
2007,tt0829482,Superbad,notalk-disagree,notalk,FAIL,17500000,121463226.0,169863226.0,2007FAIL,19662011,136469216.0,190848721.0,2.0,2.0,829482,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,R,True,English,USA,"Seth Rogen, Evan Goldberg",76.0,7.7,Greg Mottola,17 Aug 2007,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",Comedy,7 wins & 14 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX300.jpg,"326,763",,273826452.0,2007,651,Superbad,3
2007,tt0815244,Sydney White,ok,ok,PASS,16500000,11892415.0,13636339.0,2007PASS,18538467,13361645.0,15321020.0,2.0,2.0,815244,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,PG-13,True,English,USA,Chad Gomez Creasey,45.0,6.3,Joe Nussbaum,21 Sep 2007,"Amanda Bynes, Sara Paxton, Matt Long, Jack Carpenter",Comedy,,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk3ODc3ODAxN15BMl5BanBnXkFtZTcwNzcwMDU1MQ@@._V1_SX300.jpg,"27,283",,9028754.0,2007,3151,Sydney White,3
2007,tt0780622,Teeth,dubious-disagree,dubious,FAIL,2000000,347578.0,2350641.0,2007FAIL,2247087,390519.0,2641047.0,2.0,2.0,780622,"Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.",R,True,English,USA,Mitchell Lichtenstein,57.0,5.5,Mitchell Lichtenstein,03 Apr 2008,"Jess Weixler, John Hensley, Josh Pais, Hale Appleman",Comedy,3 wins & 5 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkzMjQ2Nzg2OV5BMl5BanBnXkFtZTcwNTgyMjU1MQ@@._V1_SX300.jpg,"27,932",,698219.0,2007,1196,Teeth,3
2007,tt0825232,The Bucket List,notalk,notalk,FAIL,45000000,93466502.0,174310293.0,2007FAIL,50559457,105013679.0,195845194.0,2.0,2.0,825232,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,PG-13,True,English,USA,Justin Zackham,42.0,7.4,Rob Reiner,11 Jan 2008,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd",Adventure,1 win & 3 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY2NTUyMjIyNF5BMl5BanBnXkFtZTYwNzYwMDM4._V1_SX300.jpg,"144,493",,222776795.0,2007,103,The Bucket List,1
2007,tt0385752,The Golden Compass,ok,ok,PASS,205000000,70107728.0,372234864.0,2007PASS,230326414,78769081.0,418222056.0,2.0,2.0,385752,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",PG-13,True,"English, Icelandic, Russian, French","USA, UK","Chris Weitz (screenplay), Philip Pullman (novel)",51.0,6.1,Chris Weitz,07 Dec 2007,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker",Adventure,Won 1 Oscar. Another 3 wins & 26 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_SX300.jpg,"122,839",,237342592.0,2007,487,The Golden Compass,3
2007,tt0419887,The Kite Runner,nowomen,nowomen,FAIL,20000000,15800078.0,74180745.0,2007FAIL,22470870,17752075.0,83345293.0,2.0,2.0,419887,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",PG-13,True,"Dari, English, Pushto, Russian, Urdu","USA, China","David Benioff (screenplay), Khaled Hosseini (novel)",61.0,7.6,Marc Forster,26 Dec 2007,"Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada",Drama,Nominated for 1 Oscar. Another 4 wins & 14 nominations.,128 min,movie,http://ia.media-imdb.com/images/M/MV5BODcyNjY2MjEwM15BMl5BanBnXkFtZTcwODQ0MzI1MQ@@._V1_SX300.jpg,"58,972",,69980823.0,2007,652,The Kite Runner,0
2007,tt0756683,The Man from Earth,notalk,notalk,FAIL,200000,,,2007FAIL,224709,,,2.0,2.0,756683,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",,True,English,USA,Jerome Bixby,,8.0,Richard Schenkman,13 Nov 2007,"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford",Drama,2 wins & 1 nomination.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BNjUwMDQ2NTQxMF5BMl5BanBnXkFtZTcwMDQ4NDIzMQ@@._V1_SX300.jpg,"89,898",,,2007,25,The Man from Earth,1
2007,tt0425430,The Messengers,ok,ok,PASS,16000000,35374833.0,53774833.0,2007PASS,17976696,39745163.0,60418363.0,2.0,2.0,425430,"An ominous darkness invades a seemingly serene sunflower farm in North Dakota, and the Solomon family is torn apart by suspicion, mayhem and murder.",PG-13,True,English,USA,"Mark Wheaton (screenplay), Todd Farmer (story)",34.0,5.4,"Oxide Pang Chun, Danny Pang",02 Feb 2007,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett",Drama,1 win & 1 nomination.,90 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMxMjMzMTMwOF5BMl5BanBnXkFtZTcwNDA4MDIzMw@@._V1_SX300.jpg,"28,759",,73149666.0,2007,5042,The Messengers,3
2007,tt0884328,The Mist,ok,ok,PASS,13000000,25593755.0,54777490.0,2007PASS,14606065,28755697.0,61544892.0,2.0,2.0,884328,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",R,True,English,USA,"Frank Darabont (screenplay), Stephen King (novel)",58.0,7.2,Frank Darabont,21 Nov 2007,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher",Horror,2 wins & 5 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg,"170,026",,67371245.0,2007,3324,The Mist,3
2007,tt0481369,The Number 23,notalk,notalk,FAIL,32000000,35193167.0,77593167.0,2007FAIL,35953391,39541053.0,87179297.0,2.0,2.0,481369,"Walter Sparrow becomes obsessed with a novel that he believes was written about him. As his obsession increases, more and more similarities seem to arise.",R,True,"English, Chinese","USA, Germany",Fernley Phillips,,6.4,Joel Schumacher,23 Feb 2007,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston",Mystery,5 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjcwNzczNDQ0MV5BMl5BanBnXkFtZTcwMTE0NzA0MQ@@._V1_SX300.jpg,"134,897",,80786334.0,2007,4029,The Number 23,1
2007,tt0775529,The Savages,ok,ok,PASS,9000000,6623082.0,10642023.0,2007PASS,10111891,7441321.0,11956776.0,2.0,2.0,775529,A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,R,True,"English, German, Cantonese",USA,Tamara Jenkins,85.0,7.2,Tamara Jenkins,17 Jan 2008,"Laura Linney, Philip Seymour Hoffman, Philip Bosco, Peter Friedman",Comedy,Nominated for 2 Oscars. Another 15 wins & 14 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5NjMyMjk0OF5BMl5BanBnXkFtZTYwNzM4MDM4._V1_SX300.jpg,"28,208",,8265105.0,2007,490,The Savages,3
2007,tt0780607,The Signal,men,men,FAIL,50000,251150.0,406299.0,2007FAIL,56177,282178.0,456495.0,2.0,2.0,780607,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.",R,True,English,USA,"David Bruckner (screenplay), Jacob Gentry (screenplay), Dan Bush (screenplay)",63.0,6.1,"David Bruckner, Dan Bush, Jacob Gentry",04 Jul 2008,"Anessa Ramsey, Sahr Ngaujah, AJ Bowen, Matthew Stanton",Horror,4 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BODIxMzcwNTgyMF5BMl5BanBnXkFtZTcwMjk5Mzk1MQ@@._V1_SX300.jpg,"15,809",,607449.0,2007,2364,The Signal,2
2007,tt0462538,The Simpsons Movie,ok,ok,PASS,72500000,183135014.0,527071022.0,2007PASS,81456903,205760152.0,592187212.0,2.0,2.0,462538,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpson family are declared fugitives.",PG-13,True,English,USA,"James L. Brooks (screenplay), Matt Groening (screenplay), Al Jean (screenplay), Ian Maxtone-Graham (screenplay), George Meyer (screenplay), David Mirkin (screenplay), Mike Reiss (screenplay), Mike Scully (screenplay), Matt Selman (screenplay), John Swartzwelder (screenplay), Jon Vitti (screenplay), Joel H. Cohen (consultant writer), John Frink (consultant writer), Tim Long (consultant writer), Michael Price (consultant writer)",80.0,7.4,David Silverman,27 Jul 2007,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith",Animation,Nominated for 1 Golden Globe. Another 5 wins & 20 nominations.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgxMDczMTA5N15BMl5BanBnXkFtZTcwMzk1MzMzMw@@._V1_SX300.jpg,"205,074",,637706036.0,2007,417,The Simpsons Movie,3
2007,tt0857191,The Visitor,dubious,dubious,FAIL,4000000,9427026.0,19174817.0,2007FAIL,4494174,10591674.0,21543741.0,2.0,2.0,857191,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,PG-13,True,"English, French, Arabic, Romanian",USA,Thomas McCarthy,79.0,7.7,Thomas McCarthy,04 Jul 2008,"Richard Jenkins, Haaz Sleiman, Danai Gurira, Hiam Abbass",Crime,Nominated for 1 Oscar. Another 18 wins & 19 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIzNTg3NzkzNV5BMl5BanBnXkFtZTcwNzMwMjU2MQ@@._V1_SX300.jpg,"32,529",,24601843.0,2007,2147,The Visitor,3
2007,tt0469494,There Will Be Blood,nowomen-disagree,nowomen,FAIL,25000000,40222514.0,77208711.0,2007FAIL,28088587,45191743.0,86747344.0,2.0,2.0,469494,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",R,True,"English, American Sign Language",USA,"Paul Thomas Anderson (screenplay), Upton Sinclair (novel)",92.0,8.1,Paul Thomas Anderson,25 Jan 2008,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer",Drama,Won 2 Oscars. Another 74 wins & 58 nominations.,158 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA0NjE1ODEyNV5BMl5BanBnXkFtZTcwNDIzMzE5NQ@@._V1_SX300.jpg,"272,680",,92431225.0,2007,177,There Will Be Blood,0
2007,tt0453556,TMNT,notalk-disagree,notalk,FAIL,35000000,54149098.0,96096018.0,2007FAIL,39324022,60838866.0,107968055.0,2.0,2.0,453556,"The continued adventures of the four adolescent mutated turtles gifted in the art of the ninja, as they attempt to stop a mysterious evil that threatens to end the world.",PG,True,English,"Hong Kong, USA","Kevin Munroe, Peter Laird (characters), Kevin Eastman (characters)",41.0,6.4,Kevin Munroe,23 Mar 2007,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith",Animation,1 nomination.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_SX300.jpg,"44,957",,115245116.0,2007,3811,TMNT,1
2007,tt0418279,Transformers,notalk-disagree,notalk,FAIL,151000000,319246193.0,708272592.0,2007FAIL,169655066,358686980.0,795775055.0,2.0,2.0,418279,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",PG-13,True,"English, Spanish",USA,"Roberto Orci (screenplay), Alex Kurtzman (screenplay), John Rogers (story), Roberto Orci (story), Alex Kurtzman (story)",61.0,7.2,Michael Bay,03 Jul 2007,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",Action,Nominated for 3 Oscars. Another 12 wins & 30 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwNjU5MzUzNl5BMl5BanBnXkFtZTYwMzc1MTI3._V1_SX300.jpg,"394,261",,876518785.0,2007,422,Transformers,3
2007,tt0861739,Tropa de Elite,ok-disagree,ok,PASS,6537890,8744.0,14319195.0,2007PASS,7345604,9824.0,16088238.0,2.0,2.0,861739,,,,,,,,,,,,,,,,,,,7790049.0,2007,312,Tropa de Elite,3
2007,tt0473308,Waitress,ok,ok,PASS,1500000,19097550.0,22217183.0,2007PASS,1685315,21456928.0,24961971.0,2.0,2.0,473308,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",PG-13,True,English,USA,Adrienne Shelly,75.0,7.1,Adrienne Shelly,25 May 2007,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto",Comedy,6 wins & 3 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4ODI2MjU2M15BMl5BanBnXkFtZTcwOTAzNzU0MQ@@._V1_SX300.jpg,"32,461",,39814733.0,2007,755,Waitress,3
2007,tt0498399,We Own the Night,nowomen,nowomen,FAIL,28000000,28563179.0,55307857.0,2007FAIL,31459218,32091974.0,62140782.0,2.0,2.0,498399,A New York nightclub manager tries to save his brother and father from Russian mafia hit men.,R,True,"English, Russian",USA,James Gray,59.0,6.9,James Gray,12 Oct 2007,"Joaquin Phoenix, Eva Mendes, Danny Hoch, Alex Veadov",Crime,5 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY0MTQ5OTcyNF5BMl5BanBnXkFtZTcwMDE0NzUzMw@@._V1_SX300.jpg,"63,331",,55871036.0,2007,4162,We Own the Night,0
2007,tt0496436,White Noise 2: The Light,notalk,notalk,FAIL,10000000,,8243567.0,2007FAIL,11235435,,9262006.0,2.0,2.0,496436,"Following the loss of his family, a man attempts suicide only to discover upon waking that he can identify people who are about to die",PG-13,True,English,"USA, Canada",Matt Venne,,5.8,Patrick Lussier,05 Jan 2007,"Nathan Fillion, Katee Sackhoff, Craig Fairbrass, Adrian Holmes",Drama,4 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY5Nzk1MDAzMl5BMl5BanBnXkFtZTcwMjY3NzU0MQ@@._V1_SX300.jpg,"10,060",,,2007,1045,White Noise 2: The Light,1
2006,tt0416449,300,nowomen-disagree,nowomen,FAIL,60000000,210614939.0,454161935.0,2006FAIL,69347781,243427977.0,524918705.0,2.0,2.0,416449,King Leonidas and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,R,True,English,USA,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Michael Gordon (screenplay), Frank Miller (graphic novel), Lynn Varley (graphic novel)",51.0,7.8,Zack Snyder,09 Mar 2007,"Gerard Butler, Lena Headey, Dominic West, David Wenham",Action,9 wins & 28 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzNTkzNjcxNl5BMl5BanBnXkFtZTYwNDA4NjE3._V1_SX300.jpg,"450,693",,604776874.0,2006,1271,300,0
2006,tt0405296,A Scanner Darkly,notalk,notalk,FAIL,20000000,5501616.0,7405084.0,2006FAIL,23115927,6358748.0,8558769.0,2.0,2.0,405296,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,R,True,English,USA,"Philip K. Dick (novel), Richard Linklater (screenplay)",73.0,7.1,Richard Linklater,18 Aug 2006,"Rory Cochrane, Robert Downey Jr., Mitch Baker, Keanu Reeves",Animation,3 wins & 7 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU1ODk2NTkwNF5BMl5BanBnXkFtZTcwNDkwNDI0MQ@@._V1_SX300.jpg,"73,867",,-7093300.0,2006,2360,A Scanner Darkly,1
2006,tt0437800,Akeelah and the Bee,ok,ok,PASS,8000000,18848430.0,18959424.0,2006PASS,9246371,21784947.0,21913233.0,2.0,2.0,437800,A young girl from South Los Angeles tries to make it to the National Spelling Bee.,PG,True,English,USA,Doug Atchison,72.0,7.5,Doug Atchison,28 Apr 2006,"Keke Palmer, Laurence Fishburne, Angela Bassett, Curtis Armstrong",Drama,11 wins & 13 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUzMDIwNjIzM15BMl5BanBnXkFtZTcwNTczODQzMQ@@._V1_SX300.jpg,"12,905",,29807854.0,2006,615,Akeelah and the Bee,3
2006,tt0429591,Aquamarine,ok,ok,PASS,12000000,18597342.0,22978953.0,2006PASS,13869556,21494740.0,26558990.0,2.0,2.0,429591,Two teenage girls discover a mermaid in their beach club's swimming pool.,PG,True,English,"USA, Australia","John Quaintance (screenplay), Jessica Bendinger (screenplay), Alice Hoffman (novel)",51.0,5.2,Elizabeth Allen Rosenbaum,03 Mar 2006,"Emma Roberts, Joanna 'JoJo' Levesque, Sara Paxton, Jake McDorman",Comedy,1 win & 5 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5MTc5OTk1OF5BMl5BanBnXkFtZTcwMDc1NTIzMQ@@._V1_SX300.jpg,"22,166",,29576295.0,2006,3335,Aquamarine,3
2006,tt0416496,Bandidas,ok,ok,PASS,35000000,,18400000.0,2006PASS,40452872,,21266653.0,2.0,2.0,416496,"In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.",PG-13,True,"English, Spanish","France, Mexico, USA","Luc Besson, Robert Mark Kamen",,5.7,"Joachim Rønning, Espen Sandberg",18 Jan 2006,"Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam",Action,,93 min,movie,http://ia.media-imdb.com/images/M/MV5BNDI1MDEwNjM2OF5BMl5BanBnXkFtZTcwNzE2NTA0MQ@@._V1_SX300.jpg,"23,796",,,2006,370,Bandidas,3
2006,tt0454082,Black Christmas,ok,ok,PASS,9000000,16235738.0,16235738.0,2006PASS,10402167,18765207.0,18765207.0,2.0,2.0,454082,"An escaped maniac returns to his childhood home on Christmas Eve, which is now a sorority house, and begins to murder the sorority sisters one by one.",R,True,English,"USA, Canada","Glen Morgan (screenplay), Roy Moore",22.0,4.5,Glen Morgan,25 Dec 2006,"Katie Cassidy, Michelle Trachtenberg, Mary Elizabeth Winstead, Lacey Chabert",Horror,,84 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwMjA4MzAxNl5BMl5BanBnXkFtZTcwNjYxNDY0MQ@@._V1_SX300.jpg,"17,021",,23471476.0,2006,1873,Black Christmas,3
2006,tt0450259,Blood Diamond,notalk,notalk,FAIL,100000000,57377916.0,171377916.0,2006FAIL,115579635,66317186.0,198077969.0,2.0,2.0,450259,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",R,True,"English, Mende, Afrikaans","USA, Germany","Charles Leavitt (screenplay), Charles Leavitt (story), C. Gaby Mitchell (story)",64.0,8.0,Edward Zwick,08 Dec 2006,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers",Adventure,Nominated for 5 Oscars. Another 7 wins & 18 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY5MTYyNjkwNV5BMl5BanBnXkFtZTcwODE3MTI0MQ@@._V1_SX300.jpg,"290,678",,128755832.0,2006,4626,Blood Diamond,1
2006,tt0479647,"Bon Cop, Bad Cop",notalk,notalk,FAIL,8000000,12671300.0,12671300.0,2006FAIL,9246371,14645442.0,14645442.0,2.0,2.0,479647,,,,,,,,,,,,,,,,,,,17342600.0,2006,2572,"Bon Cop, Bad Cop",1
2006,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,notalk,FAIL,18000000,128505958.0,261572744.0,2006FAIL,20804334,148526717.0,302324822.0,2.0,2.0,443453,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",R,True,"English, Romanian, Hebrew, Polish, Armenian",USA,"Sacha Baron Cohen (screenplay), Anthony Hines (screenplay), Peter Baynham (screenplay), Dan Mazer (screenplay), Sacha Baron Cohen (story), Peter Baynham (story), Anthony Hines (story), Todd Phillips (story), Sacha Baron Cohen (based on a character created by)",89.0,7.3,Larry Charles,03 Nov 2006,"Sacha Baron Cohen, Ken Davitian, Luenell, Chester",Comedy,Nominated for 1 Oscar. Another 18 wins & 15 nominations.,84 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk0MTQ3NDQ4Ml5BMl5BanBnXkFtZTcwOTQ3OTQzMw@@._V1_SX300.jpg,"242,870",,372078702.0,2006,5158,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1
2006,tt0470705,Bug,ok,ok,PASS,4000000,7006708.0,7006708.0,2006PASS,4623185,8098328.0,8098328.0,2.0,2.0,470705,An unhinged war veteran holes up with a lonely woman in a spooky Oklahoma motel room. The line between reality and delusion is blurred as they discover a bug infestation.,R,True,English,"USA, Germany","Tracy Letts (screenplay), Tracy Letts (play)",62.0,6.0,William Friedkin,25 May 2007,"Ashley Judd, Michael Shannon, Harry Connick Jr., Lynn Collins",Drama,1 win & 2 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIzOTUzMDkzMV5BMl5BanBnXkFtZTcwMDY2MjMzMw@@._V1_SX300.jpg,"23,866",,10013416.0,2006,5088,Bug,3
2006,tt0317219,Cars,notalk-disagree,notalk,FAIL,70000000,244082982.0,461667967.0,2006FAIL,80905744,282110219.0,533594150.0,2.0,2.0,317219,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",G,True,"English, Italian, Japanese, Yiddish",USA,"John Lasseter (original story by), Joe Ranft (original story by), Jorgen Klubien (original story by), Dan Fogelman (screenplay), John Lasseter (screenplay), Joe Ranft (screenplay), Kiel Murray (screenplay), Phil Lorin (screenplay), Jorgen Klubien (screenplay), Bonnie Hunt (additional screenplay material), Robert L. Baird (additional screenplay material), Daniel Gerson (additional screenplay material), Don Lake (additional screenplay material), Steve Purcell (additional screenplay material), Dan Scanlon (additional screenplay material)",73.0,7.3,"John Lasseter, Joe Ranft",09 Jun 2006,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy",Animation,Nominated for 2 Oscars. Another 20 wins & 19 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTE5Mzk5MTA2Ml5BMl5BanBnXkFtZTYwNTY3NTc2._V1_SX300.jpg,"168,841",,635750949.0,2006,1946,Cars,1
2006,tt0381061,Casino Royale,notalk,notalk,FAIL,102000000,167365000.0,596365000.0,2006FAIL,117891227,193439856.0,689276488.0,2.0,2.0,381061,"Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",PG-13,True,"English, French","UK, Czech Republic, USA, Germany, Bahamas","Neal Purvis (screenplay), Robert Wade (screenplay), Paul Haggis (screenplay), Ian Fleming (novel)",81.0,8.0,Martin Campbell,17 Nov 2006,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench",Action,Won 1 BAFTA Film Award. Another 17 wins & 29 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_SX300.jpg,"342,173",,661730000.0,2006,221,Casino Royale,1
